"PID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","ID_3","NAME_3","NL_NAME_3","VARNAME_3","TYPE_3","ENGTYPE_3"
97822,221,"CHE","Switzerland",12,"Lucerne",75,"Willisau",1377,"Willisau","","","Commune","Municipality"
97823,221,"CHE","Switzerland",12,"Lucerne",75,"Willisau",1378,"Zell","","","Commune","Municipality"
97824,221,"CHE","Switzerland",13,"Neuchâtel",76,"Boudry",1379,"Auvernier","","","Commune","Municipality"
97825,221,"CHE","Switzerland",13,"Neuchâtel",76,"Boudry",1380,"Bevaix","","","Commune","Municipality"
97826,221,"CHE","Switzerland",13,"Neuchâtel",76,"Boudry",1381,"Bôle","","","Commune","Municipality"
97827,221,"CHE","Switzerland",13,"Neuchâtel",76,"Boudry",1382,"Boudry","","","Commune","Municipality"
97828,221,"CHE","Switzerland",13,"Neuchâtel",76,"Boudry",1383,"Brot-Dessous","","","Commune","Municipality"
97829,221,"CHE","Switzerland",13,"Neuchâtel",76,"Boudry",1384,"Colombier","","","Commune","Municipality"
97830,221,"CHE","Switzerland",13,"Neuchâtel",76,"Boudry",1385,"Corcelles-Cormondrèche","","","Commune","Municipality"
97831,221,"CHE","Switzerland",13,"Neuchâtel",76,"Boudry",1386,"Cortaillod","","","Commune","Municipality"
97832,221,"CHE","Switzerland",13,"Neuchâtel",76,"Boudry",1387,"Fresens","","","Commune","Municipality"
97833,221,"CHE","Switzerland",13,"Neuchâtel",76,"Boudry",1388,"Gorgier","","","Commune","Municipality"
97834,221,"CHE","Switzerland",13,"Neuchâtel",76,"Boudry",1389,"Montalchez","","","Commune","Municipality"
97835,221,"CHE","Switzerland",13,"Neuchâtel",76,"Boudry",1390,"Neuenburger-see","","","Water body","Water body"
97836,221,"CHE","Switzerland",13,"Neuchâtel",76,"Boudry",1391,"Peseux","","","Commune","Municipality"
97837,221,"CHE","Switzerland",13,"Neuchâtel",76,"Boudry",1392,"Rochefort","","","Commune","Municipality"
97838,221,"CHE","Switzerland",13,"Neuchâtel",76,"Boudry",1393,"Saint-Aubin-Sauges","","","Commune","Municipality"
97839,221,"CHE","Switzerland",13,"Neuchâtel",76,"Boudry",1394,"Vaumarcus","","","Commune","Municipality"
97840,221,"CHE","Switzerland",13,"Neuchâtel",77,"La Chaux-de-Fonds",1395,"La Chaux-de-Fonds","","","Commune","Municipality"
97841,221,"CHE","Switzerland",13,"Neuchâtel",77,"La Chaux-de-Fonds",1396,"La Sagne","","","Commune","Municipality"
98249,221,"CHE","Switzerland",1,"Aargau",1,"Aarau",1,"Aarau","","","Commune","Municipality"
98250,221,"CHE","Switzerland",1,"Aargau",1,"Aarau",2,"Biberstein","","","Commune","Municipality"
98251,221,"CHE","Switzerland",1,"Aargau",10,"Zofingen",195,"Kölliken","","","Commune","Municipality"
98252,221,"CHE","Switzerland",1,"Aargau",10,"Zofingen",196,"Moosleerau","","","Commune","Municipality"
98253,221,"CHE","Switzerland",1,"Aargau",10,"Zofingen",197,"Murgenthal","","","Commune","Municipality"
98254,221,"CHE","Switzerland",1,"Aargau",10,"Zofingen",198,"Oftringen","","","Commune","Municipality"
98255,221,"CHE","Switzerland",1,"Aargau",10,"Zofingen",199,"Reitnau","","","Commune","Municipality"
98256,221,"CHE","Switzerland",1,"Aargau",10,"Zofingen",200,"Rothrist","","","Commune","Municipality"
98257,221,"CHE","Switzerland",1,"Aargau",10,"Zofingen",201,"Safenwil","","","Commune","Municipality"
98258,221,"CHE","Switzerland",1,"Aargau",10,"Zofingen",202,"Staffelbach","","","Commune","Municipality"
98259,221,"CHE","Switzerland",1,"Aargau",10,"Zofingen",203,"Strengelbach","","","Commune","Municipality"
98260,221,"CHE","Switzerland",1,"Aargau",10,"Zofingen",204,"Uerkheim","","","Commune","Municipality"
98261,221,"CHE","Switzerland",1,"Aargau",10,"Zofingen",205,"Vordemwald","","","Commune","Municipality"
98262,221,"CHE","Switzerland",1,"Aargau",10,"Zofingen",206,"Wiliberg","","","Commune","Municipality"
98263,221,"CHE","Switzerland",1,"Aargau",10,"Zofingen",207,"Zofingen","","","Commune","Municipality"
98264,221,"CHE","Switzerland",1,"Aargau",11,"Zurzach",208,"Baldingen","","","Commune","Municipality"
98265,221,"CHE","Switzerland",1,"Aargau",11,"Zurzach",209,"Böbikon","","","Commune","Municipality"
98266,221,"CHE","Switzerland",1,"Aargau",11,"Zurzach",210,"Böttstein","","","Commune","Municipality"
98267,221,"CHE","Switzerland",1,"Aargau",11,"Zurzach",211,"Döttingen","","","Commune","Municipality"
98268,221,"CHE","Switzerland",1,"Aargau",11,"Zurzach",212,"Endingen","","","Commune","Municipality"
98269,221,"CHE","Switzerland",1,"Aargau",11,"Zurzach",213,"Fisibach","","","Commune","Municipality"
98270,221,"CHE","Switzerland",1,"Aargau",11,"Zurzach",214,"Full-Reuenthal","","","Commune","Municipality"
98271,221,"CHE","Switzerland",1,"Aargau",11,"Zurzach",215,"Kaiserstuhl","","","Commune","Municipality"
98272,221,"CHE","Switzerland",4,"Basel-Landschaft",16,"Liestal",289,"Giebenach","","","Commune","Municipality"
98273,221,"CHE","Switzerland",4,"Basel-Landschaft",16,"Liestal",290,"Hersberg","","","Commune","Municipality"
98274,221,"CHE","Switzerland",4,"Basel-Landschaft",16,"Liestal",291,"Lausen","","","Commune","Municipality"
98275,221,"CHE","Switzerland",4,"Basel-Landschaft",16,"Liestal",292,"Liestal","","","Commune","Municipality"
98276,221,"CHE","Switzerland",4,"Basel-Landschaft",16,"Liestal",293,"Lupsingen","","","Commune","Municipality"
98277,221,"CHE","Switzerland",4,"Basel-Landschaft",16,"Liestal",294,"Pratteln","","","Commune","Municipality"
98278,221,"CHE","Switzerland",4,"Basel-Landschaft",16,"Liestal",295,"Ramlinsburg","","","Commune","Municipality"
98279,221,"CHE","Switzerland",4,"Basel-Landschaft",16,"Liestal",296,"Seltisberg","","","Commune","Municipality"
98280,221,"CHE","Switzerland",4,"Basel-Landschaft",16,"Liestal",297,"Ziefen","","","Commune","Municipality"
98281,221,"CHE","Switzerland",4,"Basel-Landschaft",17,"Sissach",298,"Anwil","","","Commune","Municipality"
98282,221,"CHE","Switzerland",4,"Basel-Landschaft",17,"Sissach",299,"Böckten","","","Commune","Municipality"
98283,221,"CHE","Switzerland",4,"Basel-Landschaft",17,"Sissach",300,"Buckten","","","Commune","Municipality"
98284,221,"CHE","Switzerland",4,"Basel-Landschaft",17,"Sissach",301,"Buus","","","Commune","Municipality"
98285,221,"CHE","Switzerland",4,"Basel-Landschaft",17,"Sissach",302,"Diepflingen","","","Commune","Municipality"
98286,221,"CHE","Switzerland",4,"Basel-Landschaft",17,"Sissach",303,"Gelterkinden","","","Commune","Municipality"
98287,221,"CHE","Switzerland",4,"Basel-Landschaft",17,"Sissach",304,"Häfelfingen","","","Commune","Municipality"
98288,221,"CHE","Switzerland",4,"Basel-Landschaft",17,"Sissach",305,"Hemmiken","","","Commune","Municipality"
98289,221,"CHE","Switzerland",4,"Basel-Landschaft",17,"Sissach",306,"Känerkinden","","","Commune","Municipality"
98290,221,"CHE","Switzerland",4,"Basel-Landschaft",17,"Sissach",307,"Kilchberg","","","Commune","Municipality"
98291,221,"CHE","Switzerland",6,"Bern",24,"Bern",388,"Ostermundigen","","","Commune","Municipality"
98292,221,"CHE","Switzerland",6,"Bern",24,"Bern",389,"Stettlen","","","Commune","Municipality"
98293,221,"CHE","Switzerland",6,"Bern",24,"Bern",390,"Vechigen","","","Commune","Municipality"
98294,221,"CHE","Switzerland",6,"Bern",24,"Bern",391,"Wohlen bei Bern","","","Commune","Municipality"
98295,221,"CHE","Switzerland",6,"Bern",24,"Bern",392,"Zollikofen","","","Commune","Municipality"
98296,221,"CHE","Switzerland",6,"Bern",25,"Biel",393,"Biel/Bienne","","","Commune","Municipality"
98297,221,"CHE","Switzerland",6,"Bern",25,"Biel",394,"Bielersee","","","Water body","Water body"
98298,221,"CHE","Switzerland",6,"Bern",25,"Biel",395,"Evilard","","","Commune","Municipality"
98299,221,"CHE","Switzerland",6,"Bern",26,"Büren",396,"Arch","","","Commune","Municipality"
98300,221,"CHE","Switzerland",6,"Bern",26,"Büren",397,"Büetigen","","","Commune","Municipality"
98301,221,"CHE","Switzerland",6,"Bern",26,"Büren",398,"Büren an der Aare","","","Commune","Municipality"
98302,221,"CHE","Switzerland",6,"Bern",26,"Büren",399,"Busswil bei Büren","","","Commune","Municipality"
98303,221,"CHE","Switzerland",6,"Bern",26,"Büren",400,"Diessbach bei Büren","","","Commune","Municipality"
98304,221,"CHE","Switzerland",6,"Bern",26,"Büren",401,"Dotzigen","","","Commune","Municipality"
98305,221,"CHE","Switzerland",6,"Bern",26,"Büren",402,"Lengnau","","","Commune","Municipality"
98306,221,"CHE","Switzerland",6,"Bern",26,"Büren",403,"Leuzigen","","","Commune","Municipality"
98307,221,"CHE","Switzerland",6,"Bern",26,"Büren",404,"Meienried","","","Commune","Municipality"
98308,221,"CHE","Switzerland",6,"Bern",26,"Büren",405,"Meinisberg","","","Commune","Municipality"
98309,221,"CHE","Switzerland",6,"Bern",26,"Büren",406,"Oberwil bei Büren","","","Commune","Municipality"
98310,221,"CHE","Switzerland",6,"Bern",26,"Büren",407,"Pieterlen","","","Commune","Municipality"
98311,221,"CHE","Switzerland",6,"Bern",26,"Büren",408,"Rüti bei Büren","","","Commune","Municipality"
98312,221,"CHE","Switzerland",6,"Bern",26,"Büren",409,"Wengi","","","Commune","Municipality"
101541,221,"CHE","Switzerland",1,"Aargau",1,"Aarau",3,"Buchs","","","Commune","Municipality"
101542,221,"CHE","Switzerland",1,"Aargau",1,"Aarau",4,"Densbüren","","","Commune","Municipality"
101543,221,"CHE","Switzerland",1,"Aargau",1,"Aarau",5,"Erlinsbach","","","Commune","Municipality"
101544,221,"CHE","Switzerland",1,"Aargau",1,"Aarau",6,"Gränichen","","","Commune","Municipality"
101545,221,"CHE","Switzerland",1,"Aargau",1,"Aarau",7,"Hirschthal","","","Commune","Municipality"
101546,221,"CHE","Switzerland",1,"Aargau",1,"Aarau",8,"Küttigen","","","Commune","Municipality"
101547,221,"CHE","Switzerland",1,"Aargau",1,"Aarau",9,"Muhen","","","Commune","Municipality"
101548,221,"CHE","Switzerland",1,"Aargau",1,"Aarau",10,"Oberentfelden","","","Commune","Municipality"
101549,221,"CHE","Switzerland",1,"Aargau",1,"Aarau",11,"Rohr","","","Commune","Municipality"
101550,221,"CHE","Switzerland",1,"Aargau",1,"Aarau",12,"Suhr","","","Commune","Municipality"
101551,221,"CHE","Switzerland",1,"Aargau",1,"Aarau",13,"Unterentfelden","","","Commune","Municipality"
101552,221,"CHE","Switzerland",1,"Aargau",2,"Baden",14,"Baden","","","Commune","Municipality"
101553,221,"CHE","Switzerland",1,"Aargau",2,"Baden",15,"Bellikon","","","Commune","Municipality"
101554,221,"CHE","Switzerland",1,"Aargau",2,"Baden",16,"Bergdietikon","","","Commune","Municipality"
101555,221,"CHE","Switzerland",1,"Aargau",2,"Baden",17,"Birmenstorf","","","Commune","Municipality"
101556,221,"CHE","Switzerland",1,"Aargau",2,"Baden",18,"Ehrendingen","","","Commune","Municipality"
101557,221,"CHE","Switzerland",1,"Aargau",2,"Baden",19,"Ennetbaden","","","Commune","Municipality"
101558,221,"CHE","Switzerland",1,"Aargau",2,"Baden",20,"Fislisbach","","","Commune","Municipality"
101559,221,"CHE","Switzerland",1,"Aargau",2,"Baden",21,"Freienwil","","","Commune","Municipality"
101560,221,"CHE","Switzerland",1,"Aargau",2,"Baden",22,"Gebenstorf","","","Commune","Municipality"
101561,221,"CHE","Switzerland",1,"Aargau",2,"Baden",23,"Killwangen","","","Commune","Municipality"
101562,221,"CHE","Switzerland",1,"Aargau",2,"Baden",24,"Künten","","","Commune","Municipality"
101563,221,"CHE","Switzerland",1,"Aargau",2,"Baden",25,"Mägenwil","","","Commune","Municipality"
101564,221,"CHE","Switzerland",1,"Aargau",2,"Baden",26,"Mellingen","","","Commune","Municipality"
101565,221,"CHE","Switzerland",1,"Aargau",2,"Baden",27,"Neuenhof","","","Commune","Municipality"
101566,221,"CHE","Switzerland",1,"Aargau",2,"Baden",28,"Niederrohrdorf","","","Commune","Municipality"
101567,221,"CHE","Switzerland",1,"Aargau",2,"Baden",29,"Oberrohrdorf","","","Commune","Municipality"
101568,221,"CHE","Switzerland",1,"Aargau",2,"Baden",30,"Obersiggenthal","","","Commune","Municipality"
101569,221,"CHE","Switzerland",1,"Aargau",2,"Baden",31,"Remetschwil","","","Commune","Municipality"
101570,221,"CHE","Switzerland",1,"Aargau",2,"Baden",32,"Spreitenbach","","","Commune","Municipality"
101571,221,"CHE","Switzerland",1,"Aargau",2,"Baden",33,"Stetten","","","Commune","Municipality"
101572,221,"CHE","Switzerland",1,"Aargau",2,"Baden",34,"Turgi","","","Commune","Municipality"
101573,221,"CHE","Switzerland",1,"Aargau",2,"Baden",35,"Untersiggenthal","","","Commune","Municipality"
101574,221,"CHE","Switzerland",1,"Aargau",2,"Baden",36,"Wettingen","","","Commune","Municipality"
101575,221,"CHE","Switzerland",1,"Aargau",2,"Baden",37,"Wohlenschwil","","","Commune","Municipality"
101576,221,"CHE","Switzerland",1,"Aargau",2,"Baden",38,"Würenlingen","","","Commune","Municipality"
101577,221,"CHE","Switzerland",1,"Aargau",2,"Baden",39,"Würenlos","","","Commune","Municipality"
101578,221,"CHE","Switzerland",1,"Aargau",3,"Bremgarten",40,"Arni","","","Commune","Municipality"
101579,221,"CHE","Switzerland",1,"Aargau",3,"Bremgarten",41,"Berikon","","","Commune","Municipality"
101580,221,"CHE","Switzerland",1,"Aargau",3,"Bremgarten",42,"Bremgarten","","","Commune","Municipality"
101581,221,"CHE","Switzerland",1,"Aargau",3,"Bremgarten",43,"Büttikon","","","Commune","Municipality"
101582,221,"CHE","Switzerland",1,"Aargau",3,"Bremgarten",44,"Dottikon","","","Commune","Municipality"
101583,221,"CHE","Switzerland",1,"Aargau",3,"Bremgarten",45,"Eggenwil","","","Commune","Municipality"
101584,221,"CHE","Switzerland",1,"Aargau",3,"Bremgarten",46,"Fischbach-Göslikon","","","Commune","Municipality"
101585,221,"CHE","Switzerland",1,"Aargau",3,"Bremgarten",47,"Hägglingen","","","Commune","Municipality"
101586,221,"CHE","Switzerland",1,"Aargau",3,"Bremgarten",48,"Hermetschwil-Staffeln","","","Commune","Municipality"
101587,221,"CHE","Switzerland",1,"Aargau",3,"Bremgarten",49,"Hilfikon","","","Commune","Municipality"
101588,221,"CHE","Switzerland",1,"Aargau",3,"Bremgarten",50,"Islisberg","","","Commune","Municipality"
101589,221,"CHE","Switzerland",1,"Aargau",3,"Bremgarten",51,"Jonen","","","Commune","Municipality"
101590,221,"CHE","Switzerland",1,"Aargau",3,"Bremgarten",52,"Niederwil","","","Commune","Municipality"
101591,221,"CHE","Switzerland",1,"Aargau",3,"Bremgarten",53,"Oberlunkhofen","","","Commune","Municipality"
101592,221,"CHE","Switzerland",1,"Aargau",3,"Bremgarten",54,"Oberwil-Lieli","","","Commune","Municipality"
101593,221,"CHE","Switzerland",1,"Aargau",3,"Bremgarten",55,"Rudolfstetten-Friedlisberg","","","Commune","Municipality"
101594,221,"CHE","Switzerland",1,"Aargau",3,"Bremgarten",56,"Sarmenstorf","","","Commune","Municipality"
101595,221,"CHE","Switzerland",1,"Aargau",3,"Bremgarten",57,"Tägerig","","","Commune","Municipality"
101596,221,"CHE","Switzerland",1,"Aargau",3,"Bremgarten",58,"Uezwil","","","Commune","Municipality"
101597,221,"CHE","Switzerland",1,"Aargau",3,"Bremgarten",59,"Unterlunkhofen","","","Commune","Municipality"
101598,221,"CHE","Switzerland",1,"Aargau",3,"Bremgarten",60,"Villmergen","","","Commune","Municipality"
101599,221,"CHE","Switzerland",1,"Aargau",3,"Bremgarten",61,"Widen","","","Commune","Municipality"
101600,221,"CHE","Switzerland",1,"Aargau",3,"Bremgarten",62,"Wohlen","","","Commune","Municipality"
101601,221,"CHE","Switzerland",1,"Aargau",3,"Bremgarten",63,"Zufikon","","","Commune","Municipality"
101602,221,"CHE","Switzerland",1,"Aargau",4,"Brugg",64,"Auenstein","","","Commune","Municipality"
101603,221,"CHE","Switzerland",1,"Aargau",4,"Brugg",65,"Birr","","","Commune","Municipality"
101604,221,"CHE","Switzerland",1,"Aargau",4,"Brugg",66,"Birrhard","","","Commune","Municipality"
101605,221,"CHE","Switzerland",1,"Aargau",4,"Brugg",67,"Bözen","","","Commune","Municipality"
101606,221,"CHE","Switzerland",1,"Aargau",4,"Brugg",68,"Brugg","","","Commune","Municipality"
101607,221,"CHE","Switzerland",1,"Aargau",4,"Brugg",69,"Effingen","","","Commune","Municipality"
101608,221,"CHE","Switzerland",1,"Aargau",4,"Brugg",70,"Elfingen","","","Commune","Municipality"
101609,221,"CHE","Switzerland",1,"Aargau",4,"Brugg",71,"Gallenkirch","","","Commune","Municipality"
101610,221,"CHE","Switzerland",1,"Aargau",4,"Brugg",72,"Habsburg","","","Commune","Municipality"
101611,221,"CHE","Switzerland",1,"Aargau",4,"Brugg",73,"Hausen","","","Commune","Municipality"
101612,221,"CHE","Switzerland",1,"Aargau",4,"Brugg",74,"Hottwil","","","Commune","Municipality"
101613,221,"CHE","Switzerland",1,"Aargau",4,"Brugg",75,"Linn","","","Commune","Municipality"
101614,221,"CHE","Switzerland",1,"Aargau",4,"Brugg",76,"Lupfig","","","Commune","Municipality"
101615,221,"CHE","Switzerland",1,"Aargau",4,"Brugg",77,"Mandach","","","Commune","Municipality"
101616,221,"CHE","Switzerland",1,"Aargau",4,"Brugg",78,"Mönthal","","","Commune","Municipality"
101617,221,"CHE","Switzerland",1,"Aargau",4,"Brugg",79,"Mülligen","","","Commune","Municipality"
101618,221,"CHE","Switzerland",1,"Aargau",4,"Brugg",80,"Oberbözberg","","","Commune","Municipality"
101619,221,"CHE","Switzerland",1,"Aargau",4,"Brugg",81,"Oberflachs","","","Commune","Municipality"
101620,221,"CHE","Switzerland",1,"Aargau",4,"Brugg",82,"Remigen","","","Commune","Municipality"
101621,221,"CHE","Switzerland",1,"Aargau",4,"Brugg",83,"Riniken","","","Commune","Municipality"
101622,221,"CHE","Switzerland",1,"Aargau",4,"Brugg",84,"Rüfenach","","","Commune","Municipality"
101623,221,"CHE","Switzerland",1,"Aargau",4,"Brugg",85,"Scherz","","","Commune","Municipality"
101624,221,"CHE","Switzerland",1,"Aargau",4,"Brugg",86,"Schinznach Bad","","","Commune","Municipality"
101625,221,"CHE","Switzerland",1,"Aargau",4,"Brugg",87,"Schinznach Dorf","","","Commune","Municipality"
101626,221,"CHE","Switzerland",1,"Aargau",4,"Brugg",88,"Thalheim","","","Commune","Municipality"
101627,221,"CHE","Switzerland",1,"Aargau",4,"Brugg",89,"Umiken","","","Commune","Municipality"
101628,221,"CHE","Switzerland",1,"Aargau",4,"Brugg",90,"Unterbözberg","","","Commune","Municipality"
101629,221,"CHE","Switzerland",1,"Aargau",4,"Brugg",91,"Veltheim","","","Commune","Municipality"
101630,221,"CHE","Switzerland",1,"Aargau",4,"Brugg",92,"Villigen","","","Commune","Municipality"
101631,221,"CHE","Switzerland",1,"Aargau",4,"Brugg",93,"Villnachern","","","Commune","Municipality"
101632,221,"CHE","Switzerland",1,"Aargau",4,"Brugg",94,"Windisch","","","Commune","Municipality"
101633,221,"CHE","Switzerland",1,"Aargau",5,"Kulm",95,"Beinwil am See","","","Commune","Municipality"
101634,221,"CHE","Switzerland",1,"Aargau",5,"Kulm",96,"Birrwil","","","Commune","Municipality"
101635,221,"CHE","Switzerland",1,"Aargau",5,"Kulm",97,"Burg","","","Commune","Municipality"
101636,221,"CHE","Switzerland",1,"Aargau",5,"Kulm",98,"Dürrenäsch","","","Commune","Municipality"
101637,221,"CHE","Switzerland",1,"Aargau",5,"Kulm",99,"Gontenschwil","","","Commune","Municipality"
101638,221,"CHE","Switzerland",1,"Aargau",5,"Kulm",100,"Hallwilersee","","","Water body","Water body"
101639,221,"CHE","Switzerland",1,"Aargau",5,"Kulm",101,"Holziken","","","Commune","Municipality"
101640,221,"CHE","Switzerland",1,"Aargau",5,"Kulm",102,"Leimbach","","","Commune","Municipality"
101641,221,"CHE","Switzerland",1,"Aargau",5,"Kulm",103,"Leutwil","","","Commune","Municipality"
101642,221,"CHE","Switzerland",1,"Aargau",5,"Kulm",104,"Menziken","","","Commune","Municipality"
101643,221,"CHE","Switzerland",1,"Aargau",5,"Kulm",105,"Oberkulm","","","Commune","Municipality"
101644,221,"CHE","Switzerland",1,"Aargau",5,"Kulm",106,"Reinach","","","Commune","Municipality"
101645,221,"CHE","Switzerland",1,"Aargau",5,"Kulm",107,"Schlossrued","","","Commune","Municipality"
101646,221,"CHE","Switzerland",1,"Aargau",5,"Kulm",108,"Schmiedrued","","","Commune","Municipality"
101647,221,"CHE","Switzerland",1,"Aargau",5,"Kulm",109,"Schöftland","","","Commune","Municipality"
101648,221,"CHE","Switzerland",1,"Aargau",5,"Kulm",110,"Teufenthal","","","Commune","Municipality"
101649,221,"CHE","Switzerland",1,"Aargau",5,"Kulm",111,"Unterkulm","","","Commune","Municipality"
101650,221,"CHE","Switzerland",1,"Aargau",5,"Kulm",112,"Zetzwil","","","Commune","Municipality"
101651,221,"CHE","Switzerland",1,"Aargau",6,"Laufenburg",113,"Eiken","","","Commune","Municipality"
101652,221,"CHE","Switzerland",1,"Aargau",6,"Laufenburg",114,"Etzgen","","","Commune","Municipality"
101653,221,"CHE","Switzerland",1,"Aargau",6,"Laufenburg",115,"Frick","","","Commune","Municipality"
101654,221,"CHE","Switzerland",1,"Aargau",6,"Laufenburg",116,"Gansingen","","","Commune","Municipality"
101655,221,"CHE","Switzerland",1,"Aargau",6,"Laufenburg",117,"Gipf-Oberfrick","","","Commune","Municipality"
101656,221,"CHE","Switzerland",1,"Aargau",6,"Laufenburg",118,"Herznach","","","Commune","Municipality"
101657,221,"CHE","Switzerland",1,"Aargau",6,"Laufenburg",119,"Hornussen","","","Commune","Municipality"
101658,221,"CHE","Switzerland",1,"Aargau",6,"Laufenburg",120,"Ittenthal","","","Commune","Municipality"
101659,221,"CHE","Switzerland",1,"Aargau",6,"Laufenburg",121,"Kaisten","","","Commune","Municipality"
101660,221,"CHE","Switzerland",1,"Aargau",6,"Laufenburg",122,"Laufenburg","","","Commune","Municipality"
101661,221,"CHE","Switzerland",1,"Aargau",6,"Laufenburg",123,"Mettau","","","Commune","Municipality"
101662,221,"CHE","Switzerland",1,"Aargau",6,"Laufenburg",124,"Münchwilen","","","Commune","Municipality"
101663,221,"CHE","Switzerland",1,"Aargau",6,"Laufenburg",125,"Oberhof","","","Commune","Municipality"
101664,221,"CHE","Switzerland",1,"Aargau",6,"Laufenburg",126,"Oberhofen","","","Commune","Municipality"
101665,221,"CHE","Switzerland",1,"Aargau",6,"Laufenburg",127,"Oeschgen","","","Commune","Municipality"
101666,221,"CHE","Switzerland",1,"Aargau",6,"Laufenburg",128,"Schwaderloch","","","Commune","Municipality"
101667,221,"CHE","Switzerland",1,"Aargau",6,"Laufenburg",129,"Sisseln","","","Commune","Municipality"
101668,221,"CHE","Switzerland",1,"Aargau",6,"Laufenburg",130,"Sulz","","","Commune","Municipality"
101669,221,"CHE","Switzerland",1,"Aargau",6,"Laufenburg",131,"Ueken","","","Commune","Municipality"
101670,221,"CHE","Switzerland",1,"Aargau",6,"Laufenburg",132,"Wil","","","Commune","Municipality"
101671,221,"CHE","Switzerland",1,"Aargau",6,"Laufenburg",133,"Wittnau","","","Commune","Municipality"
101672,221,"CHE","Switzerland",1,"Aargau",6,"Laufenburg",134,"Wölflinswil","","","Commune","Municipality"
101673,221,"CHE","Switzerland",1,"Aargau",6,"Laufenburg",135,"Zeihen","","","Commune","Municipality"
101674,221,"CHE","Switzerland",1,"Aargau",7,"Lenzburg",136,"Ammerswil","","","Commune","Municipality"
101675,221,"CHE","Switzerland",1,"Aargau",7,"Lenzburg",137,"Boniswil","","","Commune","Municipality"
101676,221,"CHE","Switzerland",1,"Aargau",7,"Lenzburg",138,"Brunegg","","","Commune","Municipality"
101677,221,"CHE","Switzerland",1,"Aargau",7,"Lenzburg",139,"Dintikon","","","Commune","Municipality"
101678,221,"CHE","Switzerland",1,"Aargau",7,"Lenzburg",140,"Egliswil","","","Commune","Municipality"
101679,221,"CHE","Switzerland",1,"Aargau",7,"Lenzburg",141,"Fahrwangen","","","Commune","Municipality"
101680,221,"CHE","Switzerland",1,"Aargau",7,"Lenzburg",142,"Hallwil","","","Commune","Municipality"
101681,221,"CHE","Switzerland",1,"Aargau",7,"Lenzburg",143,"Hendschiken","","","Commune","Municipality"
101682,221,"CHE","Switzerland",1,"Aargau",7,"Lenzburg",144,"Holderbank","","","Commune","Municipality"
101683,221,"CHE","Switzerland",1,"Aargau",7,"Lenzburg",145,"Hunzenschwil","","","Commune","Municipality"
101684,221,"CHE","Switzerland",1,"Aargau",7,"Lenzburg",146,"Lenzburg","","","Commune","Municipality"
101685,221,"CHE","Switzerland",1,"Aargau",7,"Lenzburg",147,"Meisterschwanden","","","Commune","Municipality"
101686,221,"CHE","Switzerland",1,"Aargau",7,"Lenzburg",148,"Möriken-Wildegg","","","Commune","Municipality"
101687,221,"CHE","Switzerland",1,"Aargau",7,"Lenzburg",149,"Niederlenz","","","Commune","Municipality"
101688,221,"CHE","Switzerland",1,"Aargau",7,"Lenzburg",150,"Othmarsingen","","","Commune","Municipality"
101689,221,"CHE","Switzerland",1,"Aargau",7,"Lenzburg",151,"Rupperswil","","","Commune","Municipality"
101690,221,"CHE","Switzerland",1,"Aargau",7,"Lenzburg",152,"Schafisheim","","","Commune","Municipality"
101691,221,"CHE","Switzerland",1,"Aargau",7,"Lenzburg",153,"Seengen","","","Commune","Municipality"
101692,221,"CHE","Switzerland",1,"Aargau",7,"Lenzburg",154,"Seon","","","Commune","Municipality"
101693,221,"CHE","Switzerland",1,"Aargau",7,"Lenzburg",155,"Staufen","","","Commune","Municipality"
101694,221,"CHE","Switzerland",1,"Aargau",8,"Muri",156,"Abtwil","","","Commune","Municipality"
101695,221,"CHE","Switzerland",1,"Aargau",8,"Muri",157,"Aristau","","","Commune","Municipality"
101696,221,"CHE","Switzerland",1,"Aargau",8,"Muri",158,"Auw","","","Commune","Municipality"
101697,221,"CHE","Switzerland",1,"Aargau",8,"Muri",159,"Beinwil","","","Commune","Municipality"
101698,221,"CHE","Switzerland",1,"Aargau",8,"Muri",160,"Benzenschwil","","","Commune","Municipality"
101699,221,"CHE","Switzerland",1,"Aargau",8,"Muri",161,"Besenbüren","","","Commune","Municipality"
101700,221,"CHE","Switzerland",1,"Aargau",8,"Muri",162,"Bettwil","","","Commune","Municipality"
101701,221,"CHE","Switzerland",1,"Aargau",8,"Muri",163,"Boswil","","","Commune","Municipality"
101702,221,"CHE","Switzerland",1,"Aargau",8,"Muri",164,"Bünzen","","","Commune","Municipality"
101703,221,"CHE","Switzerland",1,"Aargau",8,"Muri",165,"Buttwil","","","Commune","Municipality"
101704,221,"CHE","Switzerland",1,"Aargau",8,"Muri",166,"Dietwil","","","Commune","Municipality"
101705,221,"CHE","Switzerland",1,"Aargau",8,"Muri",167,"Geltwil","","","Commune","Municipality"
101706,221,"CHE","Switzerland",1,"Aargau",8,"Muri",168,"Kallern","","","Commune","Municipality"
101707,221,"CHE","Switzerland",1,"Aargau",8,"Muri",169,"Merenschwand","","","Commune","Municipality"
101708,221,"CHE","Switzerland",1,"Aargau",8,"Muri",170,"Mühlau","","","Commune","Municipality"
101709,221,"CHE","Switzerland",1,"Aargau",8,"Muri",171,"Muri","","","Commune","Municipality"
101710,221,"CHE","Switzerland",1,"Aargau",8,"Muri",172,"Oberrüti","","","Commune","Municipality"
