"PID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","EUmember"
131,131,"LUX","Luxembourg","LUXEMBOURG","Luxembourg","Luxembourg|Letzebuerg","","","","Luxembourg ","Luxemburgo ","<U+041B><U+044E><U+043A><U+0441><U+0435><U+043C><U+0431><U+0443><U+0440><U+0433>","<U+0644><U+0648><U+0643><U+0633><U+0645><U+0628><U+0648><U+0631><U+063A> ","<U+5362><U+68EE><U+5821> ","","","Luxembourg","LU",NA,"LU",442,"1900","Present",1
