"PID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","EUmember"
221,221,"CHE","Switzerland","SWITZERLAND","Switzerland","Schweiz|Suisse|Svizzera","","Schweiz|Svizzera|Svizra|Swiss Confederation|Confœderatio Helvetica","","Suisse ","Suiza ","<U+0428><U+0432><U+0435><U+0439><U+0446><U+0430><U+0440><U+0438><U+044F>","<U+0633><U+0648><U+064A><U+0633><U+0631><U+0627>","<U+745E><U+58EB> ","","","Switzerland","CH",NA,"SZ",756,"1900","Present",NA
